,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,education,industry,Payroll,Emp,year,sex,state,Average_pay
1053,1053,44685,44685,44685,44685,44685,Some College,Educational Services,66679078,9166,2012,Female,Montana,7274.61
1054,1054,44686,44686,44686,44686,44686,Advanced Degree,Educational Services,92580265,9621,2012,Female,Montana,9622.73
1055,1055,44687,44687,44687,44687,44687,Unavailable,Educational Services,3586226,1219,2012,Female,Montana,2941.94
1056,1056,44688,44688,44688,44688,44688,All Education Categories,Health Care and Social Assistance,197441450,13473,2012,Male,Montana,14654.6
1057,1057,44689,44689,44689,44689,44689,Less Than High School,Health Care and Social Assistance,10299134,1277,2012,Male,Montana,8065.1
1058,1058,44690,44690,44690,44690,44690,High School Graduate,Health Care and Social Assistance,36184159,3655,2012,Male,Montana,9899.91
1059,1059,44691,44691,44691,44691,44691,Some College,Health Care and Social Assistance,51748184,3937,2012,Male,Montana,13144.07
1060,1060,44692,44692,44692,44692,44692,Advanced Degree,Health Care and Social Assistance,95142656,3531,2012,Male,Montana,26944.96
1061,1061,44693,44693,44693,44693,44693,Unavailable,Health Care and Social Assistance,4067318,1074,2012,Male,Montana,3787.07
1062,1062,44694,44694,44694,44694,44694,All Education Categories,Health Care and Social Assistance,392050234,48833,2012,Female,Montana,8028.39
1063,1063,44695,44695,44695,44695,44695,Less Than High School,Health Care and Social Assistance,20466249,3357,2012,Female,Montana,6096.59
1064,1064,44696,44696,44696,44696,44696,High School Graduate,Health Care and Social Assistance,88191397,12802,2012,Female,Montana,6888.88
1065,1065,44697,44697,44697,44697,44697,Some College,Health Care and Social Assistance,146993063,17629,2012,Female,Montana,8338.14
1066,1066,44698,44698,44698,44698,44698,Advanced Degree,Health Care and Social Assistance,117035055,10160,2012,Female,Montana,11519.2
1067,1067,44699,44699,44699,44699,44699,Unavailable,Health Care and Social Assistance,19364471,4885,2012,Female,Montana,3964.07
1068,1068,44712,44712,44712,44712,44712,All Education Categories,Accommodation and Food Services,76947369,18421,2012,Male,Montana,4177.15
1069,1069,44713,44713,44713,44713,44713,Less Than High School,Accommodation and Food Services,10744914,2445,2012,Male,Montana,4394.65
1070,1070,44714,44714,44714,44714,44714,High School Graduate,Accommodation and Food Services,23849250,5005,2012,Male,Montana,4765.08
1071,1071,44715,44715,44715,44715,44715,Some College,Accommodation and Food Services,18470824,3724,2012,Male,Montana,4959.94
1072,1072,44716,44716,44716,44716,44716,Advanced Degree,Accommodation and Food Services,7903305,1435,2012,Male,Montana,5507.53
1073,1073,44717,44717,44717,44717,44717,Unavailable,Accommodation and Food Services,15979075,5811,2012,Male,Montana,2749.8
1074,1074,44718,44718,44718,44718,44718,All Education Categories,Accommodation and Food Services,83319253,24419,2012,Female,Montana,3412.07
1075,1075,44719,44719,44719,44719,44719,Less Than High School,Accommodation and Food Services,8678290,2446,2012,Female,Montana,3547.95
1076,1076,44720,44720,44720,44720,44720,High School Graduate,Accommodation and Food Services,23761469,6324,2012,Female,Montana,3757.35
1077,1077,44721,44721,44721,44721,44721,Some College,Accommodation and Food Services,21875735,5561,2012,Female,Montana,3933.78
1078,1078,44722,44722,44722,44722,44722,Advanced Degree,Accommodation and Food Services,8902718,2084,2012,Female,Montana,4271.94
1079,1079,44723,44723,44723,44723,44723,Unavailable,Accommodation and Food Services,20101041,8005,2012,Female,Montana,2511.06
